Genotype,D,H,I,T4,T5,T6
GT2_18_C_YA,0.704523720368131,296.099809853341,24.3612805206846,-2.17413810812761,-1.81539941696803,-1.07784106732195
GT2_2_B_GS,2.78055498993852,-451.2250791027,-47.6150733640456,-0.289568001059623,-1.35969730375012,3.80744126054263
GT2_23_D_YA,-1.04190224605798,-327.501952337333,-65.7828665013132,2.08148621501029,1.10301204011456,0.311019096560065
GT2_26_D_GS,-2.41849749185412,150.167443939551,37.5841769508133,0.840275326719315,-1.03288654659973,-2.93784054238517
GT2_27_B_YA,-1.23711151745574,104.471537102078,-1.99386042487244,2.24127008582954,1.96271552292517,0.337160386871688
GT2_9_C_GS,1.42720313109078,-265.612589523267,-22.7551895727192,1.11010336971262,0.0934013182524581,3.24706826014345
GT3_10_C_GS,0.283113537525403,-575.612589523242,-75.0093555360615,2.98496692258823,4.32966546128718,3.24706826014345
GT3_2_B_GS,0.0763432233294661,-181.225079102721,-30.8937402557761,0.491625145971876,-0.149336120025915,0.532724583553413
GT5_1_D_YA,2.23435431733374,222.498047662624,43.988727077559,-4.63677484946066,-3.13325210292016,-1.24836979724433
GT5_18_B_YA,1.51910432158809,-415.528462897882,-12.3557807627011,-4.00827509042253,-2.42484376807508,-1.84598406445447
GT5_2_B_GS,0.388367657938202,268.774920897244,31.1145366873902,-3.57057921859194,-2.41876333950881,-3.05386987219669
GT5_20_A_YA,2.46933702786048,-68.4895276568221,8.01795219231259,-4.71047278876141,-1.70202260283406,-1.0937165709868
GT5_26_C_GS,1.63521942082994,-305.612589523273,-35.2961894039214,-7.01430535941506,-5.504519156472,-4.70581509825896
GT5_6_A_GS,-3.9022124669693,254.330633410481,12.8475804770377,-1.6048652912433,-3.28225305250349,-7.42649440967236
GT6_10_B_GS,-0.814427495836432,388.774920897234,42.9588143057479,2.9914432164727,2.72527169131908,2.39665687352012
GT6_27_A_YA,-1.63898469448787,181.510472343158,6.07509212896955,2.94522005214736,1.77776580037303,0.465672322817588
GT6_29_D_GS,0.701746854233236,-459.832556060401,-65.5307105501823,0.840275326719315,1.99301641271079,1.74032613902801
GT6_30_C_YA,-1.42764324945822,186.099809853349,4.93267988725589,3.45045255049925,2.57215987403221,1.26124227338464
GT6_4_D_YA,-0.937894101188404,72.4980476626357,2.54104572624451,2.5502021032292,2.16207807587324,1.2466524328427
GT6_5_C_GS,-0.0289108970833306,684.38741047665,69.9088647356079,1.11010336971262,1.90894309383877,1.0639238088173
GT7_11_A_YA,-1.01493582527039,561.510472343129,101.27523523277,1.22659512867804,0.567404616648826,-0.314022124084616
GT7_12_C_YA,-1.37563917702344,-223.900190146619,-33.6007113690444,1.88806625643622,-0.151152789347257,-0.142207731039319
GT7_2_C_GS,-0.0289108970833398,14.3874104767017,-1.85352318738221,1.11010336971262,0.0934013182524581,1.06392380881731
GT7_22_B_GS,-1.58778709458379,-741.225079102677,-76.1806840906726,-0.289568001059623,-1.2084021557846,-2.74199209343581
GT7_5_A_GS,-1.61403327983858,-205.669366589483,-8.05408590829918,1.67614592628902,-0.407645241158492,-0.721122166313455
GT8_1_A_YA,-0.442891028487714,-528.489527656786,-83.2964707848025,1.85154964630325,1.6264706524075,1.24536676971977
GT8_11_D_YA,0.570223999420493,102.498047662633,13.8743960957446,-1.82447952014724,-0.863824883437276,-0.936492018483451
