Genotype,Envir,Latitude,Longitude,D,Lat,Lon,D_spats_residuals,D_spats_geno_pred_values,D_spats_adj_pheno
GT2_23_D_YA,YA_2018_D,57.05,-2.86,14,57.05,-2.86,-1.0192453835036,13.4167871204558,12.3975417369522
GT5_1_D_YA,YA_2018_D,57.05,-2.86,20,57.05,-2.86,1.98075461649643,16.4167871204558,18.3975417369522
GT6_4_D_YA,YA_2018_D,57.05,-2.86,14,57.05,-2.86,-1.0192453835036,13.4167871204558,12.3975417369522
GT8_11_D_YA,YA_2018_D,57.05,-2.86,14,57.05,-2.86,-1.0192453835036,13.4167871204558,12.3975417369522
GT9_30_D_YA,YA_2018_D,57.05,-2.86,20,57.05,-2.86,1.98075461649643,16.4167871204558,18.3975417369522
RD1_12_D_YA,YA_2018_D,57.89,-4.98,13,57.89,-4.98,-0.922519248109825,13.5135132558496,12.5909940077398
RD3_19_D_YA,YA_2018_D,57.89,-4.98,20,57.89,-4.98,2.57748075189022,17.0135132558496,19.5909940077398
RD5_17_D_YA,YA_2018_D,57.89,-4.98,13,57.89,-4.98,-0.922519248109825,13.5135132558496,12.5909940077398
RD7_14_D_YA,YA_2018_D,57.89,-4.98,13,57.89,-4.98,-0.922519248109825,13.5135132558496,12.5909940077398
RD9_30_D_YA,YA_2018_D,57.89,-4.98,14,57.89,-4.98,-0.422519248109818,14.0135132558496,13.5909940077398
BE2_30_D_YA,YA_2019_D,57.63,-5.35,15.5,57.63,-5.35,-0.101399508988724,21.1433631881271,21.0419636791383
BE3_27_D_YA,YA_2019_D,57.63,-5.35,13,57.63,-5.35,-1.35139950898873,19.8933631881271,18.5419636791383
BE4_27_D_YA,YA_2019_D,57.63,-5.35,13,57.63,-5.35,-1.35139950898873,19.8933631881271,18.5419636791383
BE7_20_D_YA,YA_2019_D,57.63,-5.35,13,57.63,-5.35,-1.35139950898873,19.8933631881271,18.5419636791383
BE9_12_D_YA,YA_2019_D,57.63,-5.35,24,57.63,-5.35,4.14860049101129,25.393363188127,29.5419636791383
GA1_12_D_YA,YA_2019_D,57.27,-4.92,15,57.27,-4.92,-1.46269702026882,19.7820656768469,18.3193686565781
GA10_1_D_YA,YA_2019_D,57.27,-4.92,13,57.27,-4.92,-2.46269702026884,18.7820656768469,16.3193686565781
GA8_23_D_YA,YA_2019_D,57.27,-4.92,24.5,57.27,-4.92,3.28730297973121,24.5320656768469,27.8193686565781
GA9_1_D_YA,YA_2019_D,57.27,-4.92,16.5,57.27,-4.92,-0.712697020268823,20.5320656768469,19.8193686565781
GL1_20_D_YA,YA_2019_D,56.91,-5.13,20,56.91,-5.13,1.06938963720936,22.3141523343251,23.3835419715345
GL2_27_D_YA,YA_2019_D,56.91,-5.13,13,56.91,-5.13,-2.43061036279066,18.8141523343251,16.3835419715345
GL6_18_D_YA,YA_2019_D,56.91,-5.13,20,56.91,-5.13,1.06938963720936,22.3141523343251,23.3835419715345
GL8_30_D_YA,YA_2019_D,56.91,-5.13,20,56.91,-5.13,1.06938963720936,22.3141523343251,23.3835419715345
GT1_23_D_YA,YA_2019_D,57.05,-2.86,13,57.05,-2.86,-0.317995913870691,20.9267667832451,20.6087708693744
GT2_23_D_YA,YA_2019_D,57.05,-2.86,13.5,57.05,-2.86,-0.0679959138706909,21.1767667832451,21.1087708693744
GT5_1_D_YA,YA_2019_D,57.05,-2.86,15,57.05,-2.86,0.682004086129316,21.9267667832451,22.6087708693744
GT6_4_D_YA,YA_2019_D,57.05,-2.86,12.5,57.05,-2.86,-0.567995913870698,20.6767667832451,20.1087708693744
GT8_11_D_YA,YA_2019_D,57.05,-2.86,15,57.05,-2.86,0.682004086129316,21.9267667832451,22.6087708693744
GT9_30_D_YA,YA_2019_D,57.05,-2.86,13,57.05,-2.86,-0.317995913870691,20.9267667832451,20.6087708693744
RD1_12_D_YA,YA_2019_D,57.89,-4.98,24,57.89,-4.98,2.59764051208139,23.8424032091971,26.4400437212785
RD3_19_D_YA,YA_2019_D,57.89,-4.98,13,57.89,-4.98,-2.90235948791866,18.3424032091971,15.4400437212785
RD5_17_D_YA,YA_2019_D,57.89,-4.98,20,57.89,-4.98,0.597640512081377,21.8424032091971,22.4400437212785
RD7_14_D_YA,YA_2019_D,57.89,-4.98,20,57.89,-4.98,0.597640512081377,21.8424032091971,22.4400437212785
RD9_30_D_YA,YA_2019_D,57.89,-4.98,18,57.89,-4.98,-0.402359487918631,20.8424032091971,20.4400437212785
