Genotype,Envir,Latitude,Longitude,I,Lat,Lon,I_spats_residuals,I_spats_geno_pred_values,I_spats_adj_pheno
GT7_2_C_GS,GS_2016_C,57.05,-2.86,150,57.05,-2.86,-28.278859316089,103.934186795244,75.6553274791549
GT9_29_C_GS,GS_2016_C,57.05,-2.86,260,57.05,-2.86,26.7211406839101,158.934186795245,185.655327479155
RD1_10_C_GS,GS_2016_C,57.89,-4.98,280,57.89,-4.98,24.999541702256,157.212587813591,182.212129515847
RD10_6_C_GS,GS_2016_C,57.89,-4.98,185,57.89,-4.98,-22.5004582977432,109.71258781359,87.2121295158468
RD2_2_C_GS,GS_2016_C,57.89,-4.98,285,57.89,-4.98,27.4995417022561,159.712587813591,187.212129515847
RD3_29_C_GS,GS_2016_C,57.89,-4.98,175,57.89,-4.98,-27.5004582977431,104.71258781359,77.2121295158468
RD5_10_C_GS,GS_2016_C,57.89,-4.98,325,57.89,-4.98,47.4995417022556,179.712587813591,227.212129515847
RD7_5_C_GS,GS_2016_C,57.89,-4.98,235,57.89,-4.98,2.49954170225641,134.71258781359,137.212129515847
RD8_15_C_GS,GS_2016_C,57.89,-4.98,155,57.89,-4.98,-37.5004582977429,94.7125878135897,57.2121295158468
BE2_3_C_GS,GS_2017_C,57.63,-5.35,330,57.63,-5.35,24.2053466950803,256.935259277793,281.140605972873
BE3_10_C_GS,GS_2017_C,57.63,-5.35,290,57.63,-5.35,4.20534669508049,236.935259277792,241.140605972873
BE5_9_C_GS,GS_2017_C,57.63,-5.35,300,57.63,-5.35,9.20534669508049,241.935259277792,251.140605972873
BE7_5_C_GS,GS_2017_C,57.63,-5.35,360,57.63,-5.35,39.2053466950801,271.935259277793,311.140605972873
BE8_15_C_GS,GS_2017_C,57.63,-5.35,235,57.63,-5.35,-23.2946533049193,209.435259277792,186.140605972873
BE9_15_C_GS,GS_2017_C,57.63,-5.35,175,57.63,-5.35,-53.2946533049191,179.435259277792,126.140605972873
GA1_3_C_GS,GS_2017_C,57.27,-4.92,270,57.27,-4.92,-4.53996813902529,228.189944443687,223.649976304661
GA5_2_C_GS,GS_2017_C,57.27,-4.92,335,57.27,-4.92,27.9600318609745,260.689944443687,288.649976304662
GA7_2_C_GS,GS_2017_C,57.27,-4.92,360,57.27,-4.92,40.4600318609744,273.189944443687,313.649976304662
GA8_15_C_GS,GS_2017_C,57.27,-4.92,340,57.27,-4.92,30.4600318609745,263.189944443687,293.649976304662
GA9_15_C_GS,GS_2017_C,57.27,-4.92,180,57.27,-4.92,-49.5399681390245,183.189944443686,133.649976304662
GL1_29_C_GS,GS_2017_C,56.91,-5.13,225,56.91,-5.13,-5.46978026012852,227.260132322583,221.790352062455
GL2_3_C_GS,GS_2017_C,56.91,-5.13,350,56.91,-5.13,57.030219739871,289.760132322584,346.790352062455
GL3_22_C_GS,GS_2017_C,56.91,-5.13,70,56.91,-5.13,-82.9697802601277,149.760132322583,66.7903520624549
GL4_6_C_GS,GS_2017_C,56.91,-5.13,275,56.91,-5.13,19.5302197398713,252.260132322584,271.790352062455
GL5_5_C_GS,GS_2017_C,56.91,-5.13,215,56.91,-5.13,-10.4697802601285,222.260132322583,211.790352062455
GL6_10_C_GS,GS_2017_C,56.91,-5.13,150,56.91,-5.13,-42.9697802601281,189.760132322583,146.790352062455
GL8_22_C_GS,GS_2017_C,56.91,-5.13,315,56.91,-5.13,39.5302197398711,272.260132322584,311.790352062455
GT2_9_C_GS,GS_2017_C,57.05,-2.86,195,57.05,-2.86,-28.4253466327289,204.304565949983,175.879219317254
GT3_10_C_GS,GS_2017_C,57.05,-2.86,170,57.05,-2.86,-40.9253466327288,191.804565949982,150.879219317254
GT5_26_C_GS,GS_2017_C,57.05,-2.86,325,57.05,-2.86,36.5746533672706,269.304565949983,305.879219317254
GT6_5_C_GS,GS_2017_C,57.05,-2.86,305,57.05,-2.86,26.5746533672707,259.304565949983,285.879219317254
GT7_2_C_GS,GS_2017_C,57.05,-2.86,260,57.05,-2.86,4.07465336727074,236.804565949983,240.879219317254
GT9_29_C_GS,GS_2017_C,57.05,-2.86,250,57.05,-2.86,-0.925346632729202,231.804565949983,230.879219317254
RD1_10_C_GS,GS_2017_C,57.89,-4.98,290,57.89,-4.98,28.0440431631009,260.773955745814,288.817998908915
RD10_6_C_GS,GS_2017_C,57.89,-4.98,170,57.89,-4.98,-31.9559568368986,200.773955745813,168.817998908914
RD2_2_C_GS,GS_2017_C,57.89,-4.98,380,57.89,-4.98,73.0440431631005,305.773955745814,378.817998908915
RD3_29_C_GS,GS_2017_C,57.89,-4.98,175,57.89,-4.98,-29.4559568368987,203.273955745813,173.817998908914
RD5_10_C_GS,GS_2017_C,57.89,-4.98,205,57.89,-4.98,-14.4559568368988,218.273955745813,203.817998908914
RD7_5_C_GS,GS_2017_C,57.89,-4.98,230,57.89,-4.98,-1.95595683689891,230.773955745813,228.817998908914
RD8_15_C_GS,GS_2017_C,57.89,-4.98,155,57.89,-4.98,-39.4559568368985,193.273955745813,153.817998908914
BE2_3_C_GS,GS_2018_C,57.63,-5.35,370,57.63,-5.35,9.21195891062524,258.515310551093,267.727269461718
BE3_10_C_GS,GS_2018_C,57.63,-5.35,360,57.63,-5.35,4.21195891062536,253.515310551093,257.727269461718
BE5_9_C_GS,GS_2018_C,57.63,-5.35,410,57.63,-5.35,29.2119589106252,278.515310551093,307.727269461718
BE7_5_C_GS,GS_2018_C,57.63,-5.35,355,57.63,-5.35,1.71195891062536,251.015310551093,252.727269461718
BE8_15_C_GS,GS_2018_C,57.63,-5.35,310,57.63,-5.35,-20.7880410893746,228.515310551093,207.727269461718
BE9_15_C_GS,GS_2018_C,57.63,-5.35,305,57.63,-5.35,-23.2880410893745,226.015310551092,202.727269461718
GA1_3_C_GS,GS_2018_C,57.27,-4.92,330,57.27,-4.92,13.991717961134,263.295069601602,277.286787562736
GA5_2_C_GS,GS_2018_C,57.27,-4.92,290,57.27,-4.92,-6.00828203886596,243.295069601602,237.286787562736
GA7_2_C_GS,GS_2018_C,57.27,-4.92,460,57.27,-4.92,78.9917179611339,328.295069601602,407.286787562736
GA8_15_C_GS,GS_2018_C,57.27,-4.92,320,57.27,-4.92,8.99171796113404,258.295069601602,267.286787562736
GA9_15_C_GS,GS_2018_C,57.27,-4.92,215,57.27,-4.92,-43.5082820388658,205.795069601602,162.286787562736
GL1_29_C_GS,GS_2018_C,56.91,-5.13,230,56.91,-5.13,-2.88527273551915,246.418078904949,243.53280616943
GL2_3_C_GS,GS_2018_C,56.91,-5.13,170,56.91,-5.13,-32.8852727355191,216.418078904949,183.53280616943
GL3_22_C_GS,GS_2018_C,56.91,-5.13,130,56.91,-5.13,-52.885272735519,196.418078904949,143.53280616943
GL4_6_C_GS,GS_2018_C,56.91,-5.13,185,56.91,-5.13,-25.3852727355192,223.918078904949,198.53280616943
GL5_5_C_GS,GS_2018_C,56.91,-5.13,355,56.91,-5.13,59.6147272644807,308.918078904949,368.53280616943
GL6_10_C_GS,GS_2018_C,56.91,-5.13,260,56.91,-5.13,12.1147272644808,261.418078904949,273.53280616943
GL8_22_C_GS,GS_2018_C,56.91,-5.13,260,56.91,-5.13,12.1147272644808,261.418078904949,273.53280616943
GT2_9_C_GS,GS_2018_C,57.05,-2.86,270,57.05,-2.86,-38.5123036933206,210.791047947147,172.278744253826
GT3_10_C_GS,GS_2018_C,57.05,-2.86,310,57.05,-2.86,-18.5123036933207,230.791047947147,212.278744253826
GT5_26_C_GS,GS_2018_C,57.05,-2.86,210,57.05,-2.86,-68.5123036933205,180.791047947147,112.278744253826
GT6_5_C_GS,GS_2018_C,57.05,-2.86,470,57.05,-2.86,61.487696306679,310.791047947147,372.278744253826
GT7_2_C_GS,GS_2018_C,57.05,-2.86,350,57.05,-2.86,1.48769630667931,250.791047947147,252.278744253826
GT9_29_C_GS,GS_2018_C,57.05,-2.86,465,57.05,-2.86,58.9876963066791,308.291047947147,367.278744253826
RD1_10_C_GS,GS_2018_C,57.89,-4.98,390,57.89,-4.98,43.3629125770233,292.666264217491,336.029176794515
RD10_6_C_GS,GS_2018_C,57.89,-4.98,245,57.89,-4.98,-29.1370874229765,220.166264217491,191.029176794515
RD2_2_C_GS,GS_2018_C,57.89,-4.98,370,57.89,-4.98,33.3629125770233,282.666264217491,316.029176794515
RD3_29_C_GS,GS_2018_C,57.89,-4.98,205,57.89,-4.98,-49.1370874229763,200.166264217491,151.029176794515
RD5_10_C_GS,GS_2018_C,57.89,-4.98,320,57.89,-4.98,8.36291257702339,257.666264217491,266.029176794515
RD7_5_C_GS,GS_2018_C,57.89,-4.98,380,57.89,-4.98,38.3629125770233,287.666264217491,326.029176794515
RD8_15_C_GS,GS_2018_C,57.89,-4.98,175,57.89,-4.98,-64.137087422976,185.166264217491,121.029176794515
BE2_3_C_GS,GS_2019_C,57.63,-5.35,340,57.63,-5.35,-0.785545925978454,266.868111012588,266.08256508661
BE3_10_C_GS,GS_2019_C,57.63,-5.35,340,57.63,-5.35,-0.785545925978454,266.868111012588,266.08256508661
BE5_9_C_GS,GS_2019_C,57.63,-5.35,410,57.63,-5.35,34.2144540740214,301.868111012588,336.08256508661
BE7_5_C_GS,GS_2019_C,57.63,-5.35,475,57.63,-5.35,66.7144540740213,334.368111012588,401.08256508661
BE8_15_C_GS,GS_2019_C,57.63,-5.35,290,57.63,-5.35,-25.7855459259784,241.868111012588,216.08256508661
BE9_15_C_GS,GS_2019_C,57.63,-5.35,195,57.63,-5.35,-73.2855459259783,194.368111012588,121.08256508661
GA1_3_C_GS,GS_2019_C,57.27,-4.92,300,57.27,-4.92,-15.4302901284661,252.2233668101,236.793076681634
GA5_2_C_GS,GS_2019_C,57.27,-4.92,270,57.27,-4.92,-30.4302901284661,237.2233668101,206.793076681634
GA7_2_C_GS,GS_2019_C,57.27,-4.92,410,57.27,-4.92,39.5697098715337,307.2233668101,346.793076681634
GA8_15_C_GS,GS_2019_C,57.27,-4.92,470,57.27,-4.92,69.5697098715336,337.2233668101,406.793076681634
GA9_15_C_GS,GS_2019_C,57.27,-4.92,315,57.27,-4.92,-7.93029012846614,259.7233668101,251.793076681634
GL1_29_C_GS,GS_2019_C,56.91,-5.13,310,56.91,-5.13,24.734219144074,292.387876082641,317.122095226715
GL2_3_C_GS,GS_2019_C,56.91,-5.13,380,56.91,-5.13,59.7342191440739,327.387876082641,387.122095226715
GL3_22_C_GS,GS_2019_C,56.91,-5.13,190,56.91,-5.13,-35.2657808559259,232.387876082641,197.122095226715
GL4_6_C_GS,GS_2019_C,56.91,-5.13,215,56.91,-5.13,-22.765780855926,244.887876082641,222.122095226715
GL5_5_C_GS,GS_2019_C,56.91,-5.13,325,56.91,-5.13,32.2342191440739,299.887876082641,332.122095226715
GL6_10_C_GS,GS_2019_C,56.91,-5.13,90,56.91,-5.13,-85.2657808559257,182.38787608264,97.1220952267147
GL8_22_C_GS,GS_2019_C,56.91,-5.13,250,56.91,-5.13,-5.26578085592598,262.387876082641,257.122095226715
GT2_9_C_GS,GS_2019_C,57.05,-2.86,270,57.05,-2.86,-1.87845085030961,265.775206088257,263.896755237947
GT3_10_C_GS,GS_2019_C,57.05,-2.86,60,57.05,-2.86,-106.87845085031,160.775206088257,53.8967552379469
GT5_26_C_GS,GS_2019_C,57.05,-2.86,170,57.05,-2.86,-51.8784508503098,215.775206088257,163.896755237947
GT6_5_C_GS,GS_2019_C,57.05,-2.86,440,57.05,-2.86,83.1215491496902,350.775206088257,433.896755237947
GT7_2_C_GS,GS_2019_C,57.05,-2.86,250,57.05,-2.86,-11.8784508503095,255.775206088257,243.896755237947
GT9_29_C_GS,GS_2019_C,57.05,-2.86,445,57.05,-2.86,85.6215491496902,353.275206088257,438.896755237947
RD1_10_C_GS,GS_2019_C,57.89,-4.98,300,57.89,-4.98,9.64227104163973,277.295927980206,286.938199021846
RD10_6_C_GS,GS_2019_C,57.89,-4.98,245,57.89,-4.98,-17.8577289583603,249.795927980206,231.938199021846
RD2_2_C_GS,GS_2019_C,57.89,-4.98,350,57.89,-4.98,34.6422710416396,302.295927980206,336.938199021846
RD3_29_C_GS,GS_2019_C,57.89,-4.98,195,57.89,-4.98,-42.8577289583601,224.795927980206,181.938199021846
RD5_10_C_GS,GS_2019_C,57.89,-4.98,360,57.89,-4.98,39.6422710416396,307.295927980206,346.938199021846
RD7_5_C_GS,GS_2019_C,57.89,-4.98,250,57.89,-4.98,-15.3577289583603,252.295927980206,236.938199021846
RD8_15_C_GS,GS_2019_C,57.89,-4.98,225,57.89,-4.98,-27.8577289583602,239.795927980206,211.938199021846
BE10_19_D_GS,GS_2020_D,57.63,-5.35,190,57.63,-5.35,-82.2289202013213,19.6946121557491,-62.5343080455723
BE2_15_D_GS,GS_2020_D,57.63,-5.35,460,57.63,-5.35,52.7710797986745,154.694612155753,207.465691954428
BE3_29_D_GS,GS_2020_D,57.63,-5.35,140,57.63,-5.35,-107.228920201321,-5.30538784425168,-112.534308045573
BE4_6_D_GS,GS_2020_D,57.63,-5.35,360,57.63,-5.35,2.77107979867606,104.694612155752,107.465691954428
BE7_26_D_GS,GS_2020_D,57.63,-5.35,370,57.63,-5.35,7.77107979867594,109.694612155752,117.465691954428
BE8_22_D_GS,GS_2020_D,57.63,-5.35,640,57.63,-5.35,142.771079798672,244.694612155756,387.465691954428
BE9_29_D_GS,GS_2020_D,57.63,-5.35,320,57.63,-5.35,-17.2289202013233,84.6946121557511,67.4656919544278
GA1_26_D_GS,GS_2020_D,57.27,-4.92,240,57.27,-4.92,-1.61339148616938,100.310140870906,98.6967493847365
GA10_22_D_GS,GS_2020_D,57.27,-4.92,150,57.27,-4.92,-46.613391486168,55.3101408709045,8.6967493847365
GA3_29_D_GS,GS_2020_D,57.27,-4.92,70,57.27,-4.92,-86.6133914861668,15.3101408709033,-71.3032506152635
GA5_6_D_GS,GS_2020_D,57.27,-4.92,80,57.27,-4.92,-81.6133914861669,20.3101408709034,-61.3032506152635
GA6_5_D_GS,GS_2020_D,57.27,-4.92,210,57.27,-4.92,-16.6133914861689,85.3101408709054,68.6967493847365
GA7_26_D_GS,GS_2020_D,57.27,-4.92,510,57.27,-4.92,133.386608513827,235.31014087091,368.696749384737
GA8_29_D_GS,GS_2020_D,57.27,-4.92,210,57.27,-4.92,-16.6133914861689,85.3101408709054,68.6967493847365
GL3_26_D_GS,GS_2020_D,56.91,-5.13,280,56.91,-5.13,9.23563627293487,111.159168630011,120.394804902946
GL4_3_D_GS,GS_2020_D,56.91,-5.13,300,56.91,-5.13,19.2356362729345,121.159168630011,140.394804902946
GL6_15_D_GS,GS_2020_D,56.91,-5.13,320,56.91,-5.13,29.2356362729342,131.159168630012,160.394804902946
GL7_15_D_GS,GS_2020_D,56.91,-5.13,280,56.91,-5.13,9.23563627293487,111.159168630011,120.394804902946
GT2_26_D_GS,GS_2020_D,57.05,-2.86,360,57.05,-2.86,62.6408966771385,164.564429034218,227.205325711356
GT6_29_D_GS,GS_2020_D,57.05,-2.86,160,57.05,-2.86,-37.3591033228586,64.5644290342147,27.2053257113561
GT8_22_D_GS,GS_2020_D,57.05,-2.86,200,57.05,-2.86,-17.3591033228592,84.5644290342153,67.2053257113561
RD10_10_D_GS,GS_2020_D,57.89,-4.98,300,57.89,-4.98,22.005157781536,123.928690138612,145.933847920148
RD2_9_D_GS,GS_2020_D,57.89,-4.98,310,57.89,-4.98,27.0051577815359,128.928690138613,155.933847920148
RD3_2_D_GS,GS_2020_D,57.89,-4.98,120,57.89,-4.98,-67.9948422184615,33.9286901386096,-34.0661520798519
RD5_6_D_GS,GS_2020_D,57.89,-4.98,270,57.89,-4.98,7.00515778153647,108.928690138612,115.933847920148
RD8_22_D_GS,GS_2020_D,57.89,-4.98,450,57.89,-4.98,97.0051577815337,198.928690138615,295.933847920148
RD9_6_D_GS,GS_2020_D,57.89,-4.98,170,57.89,-4.98,-42.9948422184623,58.9286901386104,15.9338479201481
BE10_19_D_GS,GS_2015_D,57.63,-5.35,150,57.63,-5.35,-10.3969950485618,161.20489872515,150.807903676589
BE2_15_D_GS,GS_2015_D,57.63,-5.35,145,57.63,-5.35,-12.8969950485617,158.70489872515,145.807903676589
BE3_29_D_GS,GS_2015_D,57.63,-5.35,160,57.63,-5.35,-5.39699504856185,166.20489872515,160.807903676589
BE4_6_D_GS,GS_2015_D,57.63,-5.35,100,57.63,-5.35,-35.3969950485614,136.20489872515,100.807903676589
BE7_26_D_GS,GS_2015_D,57.63,-5.35,155,57.63,-5.35,-7.89699504856182,163.70489872515,155.807903676589
BE8_22_D_GS,GS_2015_D,57.63,-5.35,205,57.63,-5.35,17.1030049514378,188.704898725151,205.807903676588
BE9_29_D_GS,GS_2015_D,57.63,-5.35,280,57.63,-5.35,54.6030049514372,226.204898725151,280.807903676589
GA1_26_D_GS,GS_2015_D,57.27,-4.92,240,57.27,-4.92,33.7356068802974,205.337500654011,239.073107534308
GA10_22_D_GS,GS_2015_D,57.27,-4.92,150,57.27,-4.92,-11.2643931197018,160.33750065401,149.073107534308
GA3_29_D_GS,GS_2015_D,57.27,-4.92,230,57.27,-4.92,28.7356068802975,200.337500654011,229.073107534308
GA5_6_D_GS,GS_2015_D,57.27,-4.92,65,57.27,-4.92,-53.7643931197013,117.837500654009,64.073107534308
GA6_5_D_GS,GS_2015_D,57.27,-4.92,110,57.27,-4.92,-31.2643931197015,140.33750065401,109.073107534308
GA7_26_D_GS,GS_2015_D,57.27,-4.92,175,57.27,-4.92,1.23560688029798,172.83750065401,174.073107534308
GA8_29_D_GS,GS_2015_D,57.27,-4.92,130,57.27,-4.92,-21.2643931197017,150.33750065401,129.073107534308
GL3_26_D_GS,GS_2015_D,56.91,-5.13,205,56.91,-5.13,14.1996567839997,185.801550557713,200.001207341712
GL4_3_D_GS,GS_2015_D,56.91,-5.13,135,56.91,-5.13,-20.8003432159997,150.801550557712,130.001207341712
GL6_15_D_GS,GS_2015_D,56.91,-5.13,245,56.91,-5.13,34.1996567839994,205.801550557713,240.001207341712
GL7_15_D_GS,GS_2015_D,56.91,-5.13,100,56.91,-5.13,-38.3003432159995,133.301550557712,95.0012073417122
GL8_15_D_GS,GS_2015_D,56.91,-5.13,260,56.91,-5.13,41.6996567839993,213.301550557713,255.001207341712
GT2_26_D_GS,GS_2015_D,57.05,-2.86,150,57.05,-2.86,9.55622178026937,181.158115553982,190.714337334252
GT6_29_D_GS,GS_2015_D,57.05,-2.86,85,57.05,-2.86,-22.9437782197301,148.658115553982,125.714337334252
GT8_22_D_GS,GS_2015_D,57.05,-2.86,165,57.05,-2.86,17.0562217802693,188.658115553982,205.714337334252
RD10_10_D_GS,GS_2015_D,57.89,-4.98,230,57.89,-4.98,27.4104613195116,199.012355093225,226.422816412736
RD2_9_D_GS,GS_2015_D,57.89,-4.98,155,57.89,-4.98,-10.0895386804878,161.512355093224,151.422816412736
RD3_2_D_GS,GS_2015_D,57.89,-4.98,110,57.89,-4.98,-32.5895386804874,139.012355093224,106.422816412736
RD5_6_D_GS,GS_2015_D,57.89,-4.98,195,57.89,-4.98,9.91046131951188,181.512355093225,191.422816412736
RD8_22_D_GS,GS_2015_D,57.89,-4.98,160,57.89,-4.98,-7.58953868048783,164.012355093224,156.422816412736
RD9_6_D_GS,GS_2015_D,57.89,-4.98,240,57.89,-4.98,32.4104613195115,204.012355093225,236.422816412737
BE10_19_D_GS,GS_2016_D,57.63,-5.35,50,57.63,-5.35,-103.543443773538,119.657485657015,16.114041883477
BE2_15_D_GS,GS_2016_D,57.63,-5.35,230,57.63,-5.35,-13.5434437735388,209.657485657016,196.114041883477
BE3_29_D_GS,GS_2016_D,57.63,-5.35,350,57.63,-5.35,46.4565562264609,269.657485657016,316.114041883477
BE4_6_D_GS,GS_2016_D,57.63,-5.35,280,57.63,-5.35,11.4565562264611,234.657485657016,246.114041883477
BE7_26_D_GS,GS_2016_D,57.63,-5.35,310,57.63,-5.35,26.456556226461,249.657485657016,276.114041883477
BE8_22_D_GS,GS_2016_D,57.63,-5.35,315,57.63,-5.35,28.956556226461,252.157485657016,281.114041883477
BE9_29_D_GS,GS_2016_D,57.63,-5.35,265,57.63,-5.35,3.95655622646109,227.157485657016,231.114041883477
GA1_26_D_GS,GS_2016_D,57.27,-4.92,255,57.27,-4.92,12.5449705617226,235.745899992278,248.290870554
GA10_22_D_GS,GS_2016_D,57.27,-4.92,295,57.27,-4.92,32.5449705617224,255.745899992278,288.290870554
GA3_29_D_GS,GS_2016_D,57.27,-4.92,275,57.27,-4.92,22.5449705617226,245.745899992278,268.290870554
GA5_6_D_GS,GS_2016_D,57.27,-4.92,150,57.27,-4.92,-39.9550294382772,183.245899992277,143.290870554
GA6_5_D_GS,GS_2016_D,57.27,-4.92,205,57.27,-4.92,-12.4550294382773,210.745899992277,198.290870554
GA7_26_D_GS,GS_2016_D,57.27,-4.92,345,57.27,-4.92,57.5449705617223,280.745899992278,338.290870554
GA8_29_D_GS,GS_2016_D,57.27,-4.92,160,57.27,-4.92,-34.9550294382772,188.245899992277,153.290870554
GL3_26_D_GS,GS_2016_D,56.91,-5.13,305,56.91,-5.13,46.6465093664448,269.847438797,316.493948163445
GL4_3_D_GS,GS_2016_D,56.91,-5.13,165,56.91,-5.13,-23.3534906335549,199.847438797,176.493948163445
GL6_15_D_GS,GS_2016_D,56.91,-5.13,170,56.91,-5.13,-20.8534906335549,202.347438797,181.493948163445
GL7_15_D_GS,GS_2016_D,56.91,-5.13,110,56.91,-5.13,-50.8534906335548,172.347438797,121.493948163445
GL8_15_D_GS,GS_2016_D,56.91,-5.13,265,56.91,-5.13,26.646509366445,249.847438797,276.493948163445
GT2_26_D_GS,GS_2016_D,57.05,-2.86,155,57.05,-2.86,-43.3587303434903,179.842199087064,136.483468743574
GT6_29_D_GS,GS_2016_D,57.05,-2.86,180,57.05,-2.86,-30.8587303434904,192.342199087064,161.483468743574
GT8_22_D_GS,GS_2016_D,57.05,-2.86,385,57.05,-2.86,71.641269656509,294.842199087065,366.483468743574
RD10_10_D_GS,GS_2016_D,57.89,-4.98,330,57.89,-4.98,36.4721594468261,259.673088877381,296.145248324207
RD2_9_D_GS,GS_2016_D,57.89,-4.98,215,57.89,-4.98,-21.0278405531742,202.17308887738,181.145248324206
RD3_2_D_GS,GS_2016_D,57.89,-4.98,215,57.89,-4.98,-21.0278405531742,202.17308887738,181.145248324206
RD5_6_D_GS,GS_2016_D,57.89,-4.98,300,57.89,-4.98,21.4721594468263,244.673088877381,266.145248324207
RD8_22_D_GS,GS_2016_D,57.89,-4.98,225,57.89,-4.98,-16.0278405531742,207.17308887738,191.145248324206
RD9_6_D_GS,GS_2016_D,57.89,-4.98,230,57.89,-4.98,-13.5278405531742,209.67308887738,196.145248324206
BE10_19_D_GS,GS_2017_D,57.63,-5.35,140,57.63,-5.35,-74.2373217361353,146.779280704557,72.5419589684214
BE2_15_D_GS,GS_2017_D,57.63,-5.35,275,57.63,-5.35,-6.73732173613678,214.279280704558,207.541958968421
BE3_29_D_GS,GS_2017_D,57.63,-5.35,180,57.63,-5.35,-54.2373217361356,166.779280704557,112.541958968421
BE4_6_D_GS,GS_2017_D,57.63,-5.35,330,57.63,-5.35,20.7626782638628,241.779280704558,262.541958968421
BE7_26_D_GS,GS_2017_D,57.63,-5.35,415,57.63,-5.35,63.2626782638621,284.279280704559,347.541958968421
BE8_22_D_GS,GS_2017_D,57.63,-5.35,300,57.63,-5.35,5.762678263863,226.779280704558,232.541958968421
BE9_29_D_GS,GS_2017_D,57.63,-5.35,380,57.63,-5.35,45.7626782638624,266.779280704559,312.541958968421
GA1_26_D_GS,GS_2017_D,57.27,-4.92,265,57.27,-4.92,6.12728761024448,227.143890050939,233.271177661183
GA10_22_D_GS,GS_2017_D,57.27,-4.92,335,57.27,-4.92,41.127287610244,262.14389005094,303.271177661184
GA3_29_D_GS,GS_2017_D,57.27,-4.92,275,57.27,-4.92,11.1272876102444,232.143890050939,243.271177661183
GA5_6_D_GS,GS_2017_D,57.27,-4.92,165,57.27,-4.92,-43.8727123897544,177.143890050938,133.271177661184
GA6_5_D_GS,GS_2017_D,57.27,-4.92,215,57.27,-4.92,-18.8727123897548,202.143890050939,183.271177661184
GA7_26_D_GS,GS_2017_D,57.27,-4.92,375,57.27,-4.92,61.1272876102436,282.14389005094,343.271177661183
GA8_29_D_GS,GS_2017_D,57.27,-4.92,270,57.27,-4.92,8.62728761024442,229.643890050939,238.271177661183
GL3_26_D_GS,GS_2017_D,56.91,-5.13,280,56.91,-5.13,18.4717515502365,239.488353990932,257.960105541168
GL4_3_D_GS,GS_2017_D,56.91,-5.13,260,56.91,-5.13,8.47175155023692,229.488353990932,237.960105541169
GL6_15_D_GS,GS_2017_D,56.91,-5.13,155,56.91,-5.13,-44.0282484497622,176.988353990931,132.960105541169
GL7_15_D_GS,GS_2017_D,56.91,-5.13,140,56.91,-5.13,-51.5282484497621,169.488353990931,117.960105541169
GL8_15_D_GS,GS_2017_D,56.91,-5.13,305,56.91,-5.13,30.9717515502363,251.988353990932,282.960105541168
GT2_26_D_GS,GS_2017_D,57.05,-2.86,325,57.05,-2.86,39.3483788631697,260.364981303866,299.713360167035
GT6_29_D_GS,GS_2017_D,57.05,-2.86,215,57.05,-2.86,-15.6516211368291,205.364981303865,189.713360167036
GT8_22_D_GS,GS_2017_D,57.05,-2.86,190,57.05,-2.86,-28.151621136829,192.864981303865,164.713360167036
RD10_10_D_GS,GS_2017_D,57.89,-4.98,350,57.89,-4.98,40.2277240900929,261.244326530788,301.472050620881
RD2_9_D_GS,GS_2017_D,57.89,-4.98,250,57.89,-4.98,-9.77227590990628,211.244326530788,201.472050620881
RD3_2_D_GS,GS_2017_D,57.89,-4.98,225,57.89,-4.98,-22.2722759099063,198.744326530787,176.472050620881
RD5_6_D_GS,GS_2017_D,57.89,-4.98,220,57.89,-4.98,-24.7722759099063,196.244326530787,171.472050620881
RD8_22_D_GS,GS_2017_D,57.89,-4.98,215,57.89,-4.98,-27.2722759099062,193.744326530787,166.472050620881
RD9_6_D_GS,GS_2017_D,57.89,-4.98,310,57.89,-4.98,20.2277240900933,241.244326530788,261.472050620881
BE10_19_D_GS,GS_2018_D,57.63,-5.35,240,57.63,-5.35,-66.2125487577578,215.42129072395,149.208741966193
BE2_15_D_GS,GS_2018_D,57.63,-5.35,290,57.63,-5.35,-41.2125487577581,240.421290723951,199.208741966192
BE3_29_D_GS,GS_2018_D,57.63,-5.35,350,57.63,-5.35,-11.2125487577584,270.421290723951,259.208741966192
BE4_6_D_GS,GS_2018_D,57.63,-5.35,550,57.63,-5.35,88.7874512422405,370.421290723952,459.208741966193
BE8_22_D_GS,GS_2018_D,57.63,-5.35,545,57.63,-5.35,86.2874512422405,367.921290723952,454.208741966192
BE9_29_D_GS,GS_2018_D,57.63,-5.35,260,57.63,-5.35,-56.2125487577579,225.42129072395,169.208741966192
GA1_26_D_GS,GS_2018_D,57.27,-4.92,345,57.27,-4.92,22.9824212796111,304.616260761323,327.598682040934
GA10_22_D_GS,GS_2018_D,57.27,-4.92,300,57.27,-4.92,0.482421279611401,282.116260761322,282.598682040934
GA3_29_D_GS,GS_2018_D,57.27,-4.92,305,57.27,-4.92,2.98242127961134,284.616260761322,287.598682040934
GA5_6_D_GS,GS_2018_D,57.27,-4.92,185,57.27,-4.92,-57.0175787203879,224.616260761322,167.598682040934
GA6_5_D_GS,GS_2018_D,57.27,-4.92,295,57.27,-4.92,-2.0175787203886,279.616260761322,277.598682040934
GA7_26_D_GS,GS_2018_D,57.27,-4.92,355,57.27,-4.92,27.9824212796111,309.616260761323,337.598682040934
GA8_29_D_GS,GS_2018_D,57.27,-4.92,395,57.27,-4.92,47.9824212796108,329.616260761323,377.598682040934
