Genotype,Envir,Latitude,Longitude,I,Lat,Lon,I_spats_residuals,I_spats_geno_pred_values,I_spats_adj_pheno
GA7_20_A_YA,YA_2020_A,57.27,-4.92,540,57.27,-4.92,15.8668984968031,426.680769112974,442.547667609777
GA8_20_A_YA,YA_2020_A,57.27,-4.92,370,57.27,-4.92,-69.133101503195,341.680769112972,272.547667609777
GA9_11_A_YA,YA_2020_A,57.27,-4.92,440,57.27,-4.92,-34.1331015031954,376.680769112973,342.547667609778
GL1_11_A_YA,YA_2020_A,56.91,-5.13,670,56.91,-5.13,57.7082622881574,468.522132904327,526.230395192484
GL2_12_A_YA,YA_2020_A,56.91,-5.13,470,56.91,-5.13,-42.2917377118414,368.522132904326,326.230395192484
GL3_18_A_YA,YA_2020_A,56.91,-5.13,590,56.91,-5.13,17.7082622881578,428.522132904326,446.230395192484
GL4_30_A_YA,YA_2020_A,56.91,-5.13,510,56.91,-5.13,-22.2917377118416,388.522132904326,366.230395192484
GL6_27_A_YA,YA_2020_A,56.91,-5.13,540,56.91,-5.13,-7.29173771184185,403.522132904326,396.230395192484
GL7_12_A_YA,YA_2020_A,56.91,-5.13,530,56.91,-5.13,-12.2917377118418,398.522132904326,386.230395192484
GT1_11_A_YA,YA_2020_A,57.05,-2.86,390,57.05,-2.86,-39.3392696923655,371.474600923803,332.135331231437
GT5_20_A_YA,YA_2020_A,57.05,-2.86,560,57.05,-2.86,45.6607303076333,456.474600923804,502.135331231437
GT6_27_A_YA,YA_2020_A,57.05,-2.86,560,57.05,-2.86,45.6607303076333,456.474600923804,502.135331231437
GT7_11_A_YA,YA_2020_A,57.05,-2.86,520,57.05,-2.86,25.6607303076337,436.474600923803,462.135331231437
GT8_1_A_YA,YA_2020_A,57.05,-2.86,260,57.05,-2.86,-104.339269692365,306.474600923802,202.135331231437
GT9_4_A_YA,YA_2020_A,57.05,-2.86,520,57.05,-2.86,25.6607303076337,436.474600923803,462.135331231437
RD1_2_A_YA,YA_2020_A,57.89,-4.98,660,57.89,-4.98,108.901181006458,519.71505162263,628.616232629087
RD10_30_A_YA,YA_2020_A,57.89,-4.98,610,57.89,-4.98,83.9011810064582,494.715051622629,578.616232629087
RD2_20_A_YA,YA_2020_A,57.89,-4.98,160,57.89,-4.98,-141.09881899354,269.715051622626,128.616232629087
RD3_23_A_YA,YA_2020_A,57.89,-4.98,430,57.89,-4.98,-6.09881899354122,404.715051622628,398.616232629087
RD5_18_A_YA,YA_2020_A,57.89,-4.98,340,57.89,-4.98,-51.0988189935407,359.715051622628,308.616232629087
BE5_1_A_YA,YA_2016_A,57.63,-5.35,439,57.63,-5.35,6.94143370410859,163.784506767157,170.725940471266
BE9_30_A_YA,YA_2016_A,57.63,-5.35,412,57.63,-5.35,-6.55856629589096,150.284506767157,143.725940471266
GA1_23_A_YA,YA_2016_A,57.27,-4.92,387,57.27,-4.92,26.817956649987,183.661029713038,210.478986363025
GA3_15_A_YA,YA_2016_A,57.27,-4.92,270,57.27,-4.92,-31.6820433500106,125.161029713036,93.4789863630251
GA5_19_A_YA,YA_2016_A,57.27,-4.92,450,57.27,-4.92,58.3179566499858,215.161029713039,273.478986363025
GA7_20_A_YA,YA_2016_A,57.27,-4.92,425,57.27,-4.92,45.8179566499862,202.661029713039,248.478986363025
GA8_20_A_YA,YA_2016_A,57.27,-4.92,206,57.27,-4.92,-63.6820433500095,93.1610297130344,29.478986363025
GA9_11_A_YA,YA_2016_A,57.27,-4.92,410,57.27,-4.92,38.3179566499866,195.161029713039,233.478986363025
GL1_11_A_YA,YA_2016_A,56.91,-5.13,274,56.91,-5.13,-36.5906255626598,120.252447500386,83.6618219377264
GL2_12_A_YA,YA_2016_A,56.91,-5.13,337,56.91,-5.13,-5.09062556266105,151.752447500387,146.661821937726
GL3_18_A_YA,YA_2016_A,56.91,-5.13,480,56.91,-5.13,66.4093744373361,223.25244750039,289.661821937726
GL4_30_A_YA,YA_2016_A,56.91,-5.13,422,56.91,-5.13,37.4093744373373,194.252447500389,231.661821937726
GL6_27_A_YA,YA_2016_A,56.91,-5.13,190,56.91,-5.13,-78.5906255626581,78.2524475003845,-0.338178062273585
GL7_12_A_YA,YA_2016_A,56.91,-5.13,295,56.91,-5.13,-26.0906255626603,130.752447500387,104.661821937726
GT1_11_A_YA,YA_2016_A,57.05,-2.86,187,57.05,-2.86,-28.1725130864275,128.670559976619,100.498046890191
GT5_20_A_YA,YA_2016_A,57.05,-2.86,238,57.05,-2.86,-2.67251308642855,154.17055997662,151.498046890191
GT6_27_A_YA,YA_2016_A,57.05,-2.86,205,57.05,-2.86,-19.1725130864279,137.670559976619,118.498046890191
GT7_11_A_YA,YA_2016_A,57.05,-2.86,375,57.05,-2.86,65.8274869135684,222.670559976622,288.498046890191
GT8_1_A_YA,YA_2016_A,57.05,-2.86,145,57.05,-2.86,-49.1725130864267,107.670559976618,58.4980468901911
GT9_4_A_YA,YA_2016_A,57.05,-2.86,300,57.05,-2.86,28.3274869135699,185.170559976621,213.498046890191
RD1_2_A_YA,YA_2016_A,57.89,-4.98,205,57.89,-4.98,-44.2423550827059,112.600717980339,68.3583628976329
RD10_30_A_YA,YA_2016_A,57.89,-4.98,317,57.89,-4.98,11.7576449172921,168.600717980341,180.358362897633
RD2_20_A_YA,YA_2016_A,57.89,-4.98,225,57.89,-4.98,-34.2423550827062,122.600717980339,88.3583628976331
RD3_23_A_YA,YA_2016_A,57.89,-4.98,315,57.89,-4.98,10.7576449172921,167.600717980341,178.358362897633
RD5_18_A_YA,YA_2016_A,57.89,-4.98,352,57.89,-4.98,29.2576449172913,186.100717980342,215.358362897633
BE5_1_A_YA,YA_2017_A,57.63,-5.35,495,57.63,-5.35,58.6368657037738,384.385028512887,443.02189421666
BE9_30_A_YA,YA_2017_A,57.63,-5.35,261,57.63,-5.35,-58.3631342962244,267.385028512885,209.02189421666
GA1_23_A_YA,YA_2017_A,57.27,-4.92,460,57.27,-4.92,38.3900678323395,364.138230641452,402.528298473791
GA3_15_A_YA,YA_2017_A,57.27,-4.92,365,57.27,-4.92,-9.10993216765979,316.638230641451,307.528298473791
GA5_19_A_YA,YA_2017_A,57.27,-4.92,443,57.27,-4.92,29.8900678323396,355.638230641452,385.528298473791
GA7_20_A_YA,YA_2017_A,57.27,-4.92,459,57.27,-4.92,37.8900678323395,363.638230641452,401.528298473791
GA8_20_A_YA,YA_2017_A,57.27,-4.92,210,57.27,-4.92,-86.6099321676587,239.13823064145,152.528298473791
GA9_11_A_YA,YA_2017_A,57.27,-4.92,468,57.27,-4.92,42.3900678323394,368.138230641452,410.528298473791
GL1_11_A_YA,YA_2017_A,56.91,-5.13,329,56.91,-5.13,-47.986115970358,277.762046838753,229.775930868395
GL2_12_A_YA,YA_2017_A,56.91,-5.13,351,56.91,-5.13,-36.9861159703582,288.762046838753,251.775930868395
GL3_18_A_YA,YA_2017_A,56.91,-5.13,587,56.91,-5.13,81.0138840296401,406.762046838755,487.775930868395
GL4_30_A_YA,YA_2017_A,56.91,-5.13,329,56.91,-5.13,-47.986115970358,277.762046838753,229.775930868395
GL6_27_A_YA,YA_2017_A,56.91,-5.13,528,56.91,-5.13,51.5138840296405,377.262046838754,428.775930868395
GL7_12_A_YA,YA_2017_A,56.91,-5.13,365,56.91,-5.13,-29.9861159703583,295.762046838753,265.775930868395
GT1_11_A_YA,YA_2017_A,57.05,-2.86,188,57.05,-2.86,-53.0166390072479,272.731523801862,219.714884794614
GT5_20_A_YA,YA_2017_A,57.05,-2.86,267,57.05,-2.86,-13.5166390072483,312.231523801863,298.714884794614
GT6_27_A_YA,YA_2017_A,57.05,-2.86,298,57.05,-2.86,1.98336099275144,327.731523801863,329.714884794614
GT7_11_A_YA,YA_2017_A,57.05,-2.86,430,57.05,-2.86,67.9833609927504,393.731523801864,461.714884794614
GT8_1_A_YA,YA_2017_A,57.05,-2.86,216,57.05,-2.86,-39.0166390072482,286.731523801862,247.714884794614
GT9_4_A_YA,YA_2017_A,57.05,-2.86,358,57.05,-2.86,31.983360992751,357.731523801863,389.714884794614
RD1_2_A_YA,YA_2017_A,57.89,-4.98,332,57.89,-4.98,-0.719521707217723,325.028641101894,324.309119394676
RD10_30_A_YA,YA_2017_A,57.89,-4.98,368,57.89,-4.98,17.2804782927821,343.028641101894,360.309119394676
RD2_20_A_YA,YA_2017_A,57.89,-4.98,156,57.89,-4.98,-88.7195217072166,237.028641101892,148.309119394676
RD3_23_A_YA,YA_2017_A,57.89,-4.98,373,57.89,-4.98,19.7804782927821,345.528641101894,365.309119394676
RD5_18_A_YA,YA_2017_A,57.89,-4.98,400,57.89,-4.98,33.2804782927818,359.028641101894,392.309119394676
BE5_1_A_YA,YA_2018_A,57.63,-5.35,585,57.63,-5.35,60.1538159414806,464.955318800862,525.109134742342
BE9_30_A_YA,YA_2018_A,57.63,-5.35,345,57.63,-5.35,-59.8461840585172,344.95531880086,285.109134742343
GA1_23_A_YA,YA_2018_A,57.27,-4.92,545,57.27,-4.92,40.7307445984491,445.532247457829,486.262992056278
GA3_15_A_YA,YA_2018_A,57.27,-4.92,385,57.27,-4.92,-39.2692554015497,365.532247457827,326.262992056278
GA5_19_A_YA,YA_2018_A,57.27,-4.92,420,57.27,-4.92,-21.76925540155,383.032247457828,361.262992056278
GA7_20_A_YA,YA_2018_A,57.27,-4.92,500,57.27,-4.92,18.2307445984495,423.032247457828,441.262992056278
GA8_20_A_YA,YA_2018_A,57.27,-4.92,350,57.27,-4.92,-56.7692554015495,348.032247457827,291.262992056278
GA9_11_A_YA,YA_2018_A,57.27,-4.92,700,57.27,-4.92,118.230744598449,523.03224745783,641.262992056279
GL1_11_A_YA,YA_2018_A,56.91,-5.13,460,56.91,-5.13,-19.4472791279186,385.354223731459,365.90694460354
GL2_12_A_YA,YA_2018_A,56.91,-5.13,490,56.91,-5.13,-4.44727912791882,400.354223731459,395.90694460354
GL3_18_A_YA,YA_2018_A,56.91,-5.13,445,56.91,-5.13,-26.9472791279186,377.854223731459,350.90694460354
GL4_30_A_YA,YA_2018_A,56.91,-5.13,500,56.91,-5.13,0.552720872081181,405.354223731459,405.90694460354
GL6_27_A_YA,YA_2018_A,56.91,-5.13,510,56.91,-5.13,5.55272087208107,410.354223731459,415.90694460354
GL7_12_A_YA,YA_2018_A,56.91,-5.13,520,56.91,-5.13,10.552720872081,415.354223731459,425.90694460354
GT1_11_A_YA,YA_2018_A,57.05,-2.86,335,57.05,-2.86,-47.3409430403929,357.460559818984,310.119616778591
GT5_20_A_YA,YA_2018_A,57.05,-2.86,360,57.05,-2.86,-34.840943040393,369.960559818984,335.119616778591
GT6_27_A_YA,YA_2018_A,57.05,-2.86,400,57.05,-2.86,-14.8409430403933,389.960559818984,375.119616778591
GT7_11_A_YA,YA_2018_A,57.05,-2.86,600,57.05,-2.86,85.1590569596057,489.960559818986,575.119616778591
GT8_1_A_YA,YA_2018_A,57.05,-2.86,360,57.05,-2.86,-34.840943040393,369.960559818984,335.119616778591
GT9_4_A_YA,YA_2018_A,57.05,-2.86,515,57.05,-2.86,42.6590569596059,447.460559818985,490.119616778591
RD1_2_A_YA,YA_2018_A,57.89,-4.98,490,57.89,-4.98,38.2074467072258,443.008949566605,481.216396273831
RD10_30_A_YA,YA_2018_A,57.89,-4.98,390,57.89,-4.98,-11.7925532927736,393.008949566604,381.216396273831
RD2_20_A_YA,YA_2018_A,57.89,-4.98,200,57.89,-4.98,-106.792553292772,298.008949566603,191.216396273831
RD3_23_A_YA,YA_2018_A,57.89,-4.98,410,57.89,-4.98,-1.79255329277368,403.008949566604,401.216396273831
RD5_18_A_YA,YA_2018_A,57.89,-4.98,535,57.89,-4.98,60.7074467072254,465.508949566605,526.216396273831
BE5_1_A_YA,YA_2019_A,57.63,-5.35,580,57.63,-5.35,20.2363360192397,471.74768286533,491.98401888457
BE9_30_A_YA,YA_2019_A,57.63,-5.35,500,57.63,-5.35,-19.7636639807591,431.747682865329,411.98401888457
GA1_23_A_YA,YA_2019_A,57.27,-4.92,610,57.27,-4.92,34.8738991314623,486.385245977553,521.259145109016
GA3_15_A_YA,YA_2019_A,57.27,-4.92,570,57.27,-4.92,14.8738991314627,466.385245977553,481.259145109016
GA5_19_A_YA,YA_2019_A,57.27,-4.92,470,57.27,-4.92,-35.126100868536,416.385245977552,381.259145109016
GA7_20_A_YA,YA_2019_A,57.27,-4.92,480,57.27,-4.92,-30.1261008685361,421.385245977552,391.259145109016
GA8_20_A_YA,YA_2019_A,57.27,-4.92,654,57.27,-4.92,56.8738991314617,508.385245977554,565.259145109016
GA9_11_A_YA,YA_2019_A,57.27,-4.92,640,57.27,-4.92,49.873899131462,501.385245977554,551.259145109016
GL1_11_A_YA,YA_2019_A,56.91,-5.13,490,56.91,-5.13,-33.7537888236209,417.757558022466,384.003769198845
GL2_12_A_YA,YA_2019_A,56.91,-5.13,420,56.91,-5.13,-68.7537888236203,382.757558022465,314.003769198845
GL3_18_A_YA,YA_2019_A,56.91,-5.13,720,56.91,-5.13,81.2462111763762,532.757558022469,614.003769198846
GL4_30_A_YA,YA_2019_A,56.91,-5.13,610,56.91,-5.13,26.2462111763776,477.757558022468,504.003769198846
GL6_27_A_YA,YA_2019_A,56.91,-5.13,400,56.91,-5.13,-78.75378882362,372.757558022465,294.003769198845
GL7_12_A_YA,YA_2019_A,56.91,-5.13,600,56.91,-5.13,21.2462111763778,472.757558022468,494.003769198846
GT1_11_A_YA,YA_2019_A,57.05,-2.86,370,57.05,-2.86,-59.8693494476716,391.641997398415,331.772647950743
GT5_20_A_YA,YA_2019_A,57.05,-2.86,550,57.05,-2.86,30.1306505523268,481.641997398417,511.772647950744
GT6_27_A_YA,YA_2019_A,57.05,-2.86,500,57.05,-2.86,5.13065055232681,456.641997398416,461.772647950743
GT7_11_A_YA,YA_2019_A,57.05,-2.86,626,57.05,-2.86,68.1306505523259,519.641997398418,587.772647950744
GT8_1_A_YA,YA_2019_A,57.05,-2.86,430,57.05,-2.86,-29.8693494476723,421.641997398415,391.772647950743
GT9_4_A_YA,YA_2019_A,57.05,-2.86,450,57.05,-2.86,-19.8693494476726,431.641997398416,411.772647950743
RD1_2_A_YA,YA_2019_A,57.89,-4.98,630,57.89,-4.98,86.4045525600601,537.915899406154,624.320451966214
RD10_30_A_YA,YA_2019_A,57.89,-4.98,370,57.89,-4.98,-43.5954474399367,407.915899406151,364.320451966214
RD2_20_A_YA,YA_2019_A,57.89,-4.98,210,57.89,-4.98,-123.595447439935,327.915899406149,204.320451966214
RD3_23_A_YA,YA_2019_A,57.89,-4.98,460,57.89,-4.98,1.4045525600622,452.915899406152,454.320451966214
RD5_18_A_YA,YA_2019_A,57.89,-4.98,550,57.89,-4.98,46.4045525600611,497.915899406153,544.320451966214
BE2_30_D_YA,YA_2020_D,57.63,-5.35,340,57.63,-5.35,-87.9976487691786,430.477041241094,342.479392471915
BE3_27_D_YA,YA_2020_D,57.63,-5.35,590,57.63,-5.35,37.0023512308222,555.477041241093,592.479392471915
BE4_27_D_YA,YA_2020_D,57.63,-5.35,570,57.63,-5.35,27.0023512308222,545.477041241093,572.479392471915
BE7_20_D_YA,YA_2020_D,57.63,-5.35,520,57.63,-5.35,2.002351230822,520.477041241093,522.479392471915
BE9_12_D_YA,YA_2020_D,57.63,-5.35,560,57.63,-5.35,22.0023512308221,540.477041241093,562.479392471915
GA1_12_D_YA,YA_2020_D,57.27,-4.92,670,57.27,-4.92,78.0673444360804,596.54203444635,674.60937888243
GA10_1_D_YA,YA_2020_D,57.27,-4.92,390,57.27,-4.92,-61.9326555639209,456.542034446351,394.60937888243
GA8_23_D_YA,YA_2020_D,57.27,-4.92,480,57.27,-4.92,-16.9326555639206,501.542034446351,484.60937888243
GA9_1_D_YA,YA_2020_D,57.27,-4.92,520,57.27,-4.92,3.06734443607979,521.54203444635,524.60937888243
GL1_20_D_YA,YA_2020_D,56.91,-5.13,700,56.91,-5.13,94.6734176718081,613.148107682077,707.821525353885
GL2_27_D_YA,YA_2020_D,56.91,-5.13,390,56.91,-5.13,-60.3265823281934,458.148107682079,397.821525353885
GL6_18_D_YA,YA_2020_D,56.91,-5.13,390,56.91,-5.13,-60.3265823281934,458.148107682079,397.821525353885
GL8_30_D_YA,YA_2020_D,56.91,-5.13,560,56.91,-5.13,24.6734176718076,543.148107682078,567.821525353885
GT1_23_D_YA,YA_2020_D,57.05,-2.86,420,57.05,-2.86,-27.5257674752005,490.94892253507,463.42315505987
GT2_23_D_YA,YA_2020_D,57.05,-2.86,470,57.05,-2.86,-2.52576747520044,515.94892253507,513.42315505987
GT5_1_D_YA,YA_2020_D,57.05,-2.86,480,57.05,-2.86,2.47423252479967,520.94892253507,523.42315505987
GT6_4_D_YA,YA_2020_D,57.05,-2.86,470,57.05,-2.86,-2.52576747520044,515.94892253507,513.42315505987
GT8_11_D_YA,YA_2020_D,57.05,-2.86,580,57.05,-2.86,52.4742325248002,570.94892253507,623.42315505987
GT9_30_D_YA,YA_2020_D,57.05,-2.86,430,57.05,-2.86,-22.5257674752004,495.94892253507,473.42315505987
RD1_12_D_YA,YA_2020_D,57.89,-4.98,540,57.89,-4.98,6.83596005314007,525.310650063411,532.146610116551
RD3_19_D_YA,YA_2020_D,57.89,-4.98,720,57.89,-4.98,96.8359600531409,615.31065006341,712.146610116551
RD5_17_D_YA,YA_2020_D,57.89,-4.98,280,57.89,-4.98,-123.164039946861,395.310650063412,272.146610116552
RD7_14_D_YA,YA_2020_D,57.89,-4.98,540,57.89,-4.98,6.83596005314007,525.310650063411,532.146610116551
RD9_30_D_YA,YA_2020_D,57.89,-4.98,550,57.89,-4.98,11.8359600531401,530.310650063411,542.146610116551
BE2_30_D_YA,YA_2016_D,57.63,-5.35,200,57.63,-5.35,-81.5025887655184,272.60535767484,191.102768909322
BE3_27_D_YA,YA_2016_D,57.63,-5.35,423,57.63,-5.35,29.9974112344825,384.105357674839,414.102768909322
BE4_27_D_YA,YA_2016_D,57.63,-5.35,359,57.63,-5.35,-2.00258876551777,352.105357674839,350.102768909322
BE7_20_D_YA,YA_2016_D,57.63,-5.35,458,57.63,-5.35,47.4974112344826,401.605357674839,449.102768909322
BE9_12_D_YA,YA_2016_D,57.63,-5.35,375,57.63,-5.35,5.99741123448229,360.105357674839,366.102768909322
GA1_12_D_YA,YA_2016_D,57.27,-4.92,548,57.27,-4.92,93.000339203068,447.108285643424,540.108624846492
GA10_1_D_YA,YA_2016_D,57.27,-4.92,307,57.27,-4.92,-27.4996607969329,326.608285643425,299.108624846492
GA8_23_D_YA,YA_2016_D,57.27,-4.92,228,57.27,-4.92,-66.9996607969332,287.108285643425,220.108624846492
GA9_1_D_YA,YA_2016_D,57.27,-4.92,360,57.27,-4.92,-0.999660796932687,353.108285643425,352.108624846492
GL1_20_D_YA,YA_2016_D,56.91,-5.13,372,56.91,-5.13,1.98457553191849,356.092521972276,358.077097504195
GL2_27_D_YA,YA_2016_D,56.91,-5.13,223,56.91,-5.13,-72.515424468082,281.592521972277,209.077097504195
GL6_18_D_YA,YA_2016_D,56.91,-5.13,378,56.91,-5.13,4.9845755319185,359.092521972276,364.077097504195
GL8_30_D_YA,YA_2016_D,56.91,-5.13,502,56.91,-5.13,66.984575531919,421.092521972276,488.077097504195
GT1_23_D_YA,YA_2016_D,57.05,-2.86,298,57.05,-2.86,0.445037318733682,354.552983759091,354.998021077825
GT2_23_D_YA,YA_2016_D,57.05,-2.86,203,57.05,-2.86,-47.0549626812665,307.052983759091,259.998021077825
GT5_1_D_YA,YA_2016_D,57.05,-2.86,334,57.05,-2.86,18.4450373187339,372.552983759091,390.998021077825
GT6_4_D_YA,YA_2016_D,57.05,-2.86,328,57.05,-2.86,15.4450373187338,369.552983759091,384.998021077825
GT8_11_D_YA,YA_2016_D,57.05,-2.86,256,57.05,-2.86,-20.5549626812664,333.552983759091,312.998021077825
GT9_30_D_YA,YA_2016_D,57.05,-2.86,364,57.05,-2.86,33.4450373187339,387.552983759091,420.998021077825
RD1_12_D_YA,YA_2016_D,57.89,-4.98,282,57.89,-4.98,-41.3193878049588,312.788558635399,271.46917083044
RD3_19_D_YA,YA_2016_D,57.89,-4.98,324,57.89,-4.98,-20.3193878049586,333.788558635399,313.46917083044
RD5_17_D_YA,YA_2016_D,57.89,-4.98,443,57.89,-4.98,39.1806121950418,393.288558635398,432.46917083044
RD7_14_D_YA,YA_2016_D,57.89,-4.98,432,57.89,-4.98,33.6806121950418,387.788558635398,421.46917083044
RD9_30_D_YA,YA_2016_D,57.89,-4.98,344,57.89,-4.98,-10.3193878049586,343.788558635399,333.46917083044
BE2_30_D_YA,YA_2017_D,57.63,-5.35,224,57.63,-5.35,-91.2795708152138,356.877160803091,265.597589987877
BE3_27_D_YA,YA_2017_D,57.63,-5.35,613,57.63,-5.35,103.220429184788,551.377160803089,654.597589987877
BE4_27_D_YA,YA_2017_D,57.63,-5.35,337,57.63,-5.35,-34.7795708152135,413.37716080309,378.597589987877
BE7_20_D_YA,YA_2017_D,57.63,-5.35,492,57.63,-5.35,42.7204291847872,490.87716080309,533.597589987877
BE9_12_D_YA,YA_2017_D,57.63,-5.35,367,57.63,-5.35,-19.7795708152133,428.37716080309,408.597589987877
GA1_12_D_YA,YA_2017_D,57.27,-4.92,600,57.27,-4.92,95.9294966181362,544.086228236438,640.015724854574
GA10_1_D_YA,YA_2017_D,57.27,-4.92,354,57.27,-4.92,-27.0705033818646,421.086228236439,394.015724854574
GA8_23_D_YA,YA_2017_D,57.27,-4.92,358,57.27,-4.92,-25.0705033818646,423.086228236439,398.015724854574
GA9_1_D_YA,YA_2017_D,57.27,-4.92,360,57.27,-4.92,-24.0705033818646,424.086228236439,400.015724854574
GL1_20_D_YA,YA_2017_D,56.91,-5.13,428,56.91,-5.13,19.9124177836554,468.069149401958,487.981567185614
GL2_27_D_YA,YA_2017_D,56.91,-5.13,285,56.91,-5.13,-51.5875822163451,396.569149401959,344.981567185614
GL6_18_D_YA,YA_2017_D,56.91,-5.13,345,56.91,-5.13,-21.587582216345,426.569149401959,404.981567185614
GL8_30_D_YA,YA_2017_D,56.91,-5.13,472,56.91,-5.13,41.9124177836555,490.069149401958,531.981567185614
GT1_23_D_YA,YA_2017_D,57.05,-2.86,268,57.05,-2.86,-27.8072196954676,420.349511922836,392.542292227369
GT2_23_D_YA,YA_2017_D,57.05,-2.86,237,57.05,-2.86,-43.3072196954677,404.849511922836,361.542292227369
GT5_1_D_YA,YA_2017_D,57.05,-2.86,410,57.05,-2.86,43.192780304533,491.349511922836,534.542292227369
GT6_4_D_YA,YA_2017_D,57.05,-2.86,374,57.05,-2.86,25.1927803045328,473.349511922836,498.542292227369
GT8_11_D_YA,YA_2017_D,57.05,-2.86,320,57.05,-2.86,-1.80721969546738,446.349511922836,444.542292227369
GT9_30_D_YA,YA_2017_D,57.05,-2.86,330,57.05,-2.86,3.19278030453268,451.349511922836,454.542292227369
RD1_12_D_YA,YA_2017_D,57.89,-4.98,428,57.89,-4.98,-13.9252970716516,434.231434546652,420.306137475
RD3_19_D_YA,YA_2017_D,57.89,-4.98,434,57.89,-4.98,-10.9252970716515,437.231434546652,426.306137475
RD5_17_D_YA,YA_2017_D,57.89,-4.98,574,57.89,-4.98,59.0747029283485,507.231434546651,566.306137475
RD7_14_D_YA,YA_2017_D,57.89,-4.98,499,57.89,-4.98,21.5747029283487,469.731434546652,491.306137475
RD9_30_D_YA,YA_2017_D,57.89,-4.98,330,57.89,-4.98,-62.925297071652,385.231434546652,322.306137475
BE2_30_D_YA,YA_2018_D,57.63,-5.35,300,57.63,-5.35,-101.941787371453,350.399825619144,248.458038247691
BE3_27_D_YA,YA_2018_D,57.63,-5.35,700,57.63,-5.35,98.0582126285464,550.399825619144,648.458038247691
BE4_27_D_YA,YA_2018_D,57.63,-5.35,540,57.63,-5.35,18.0582126285464,470.399825619144,488.458038247691
BE7_20_D_YA,YA_2018_D,57.63,-5.35,530,57.63,-5.35,13.0582126285464,465.399825619144,478.458038247691
BE9_12_D_YA,YA_2018_D,57.63,-5.35,450,57.63,-5.35,-26.9417873714534,425.399825619144,398.458038247691
GA1_12_D_YA,YA_2018_D,57.27,-4.92,510,57.27,-4.92,27.7965201475009,480.138133138099,507.934653285599
GA10_1_D_YA,YA_2018_D,57.27,-4.92,445,57.27,-4.92,-4.70347985249907,447.638133138099,442.934653285599
GA8_23_D_YA,YA_2018_D,57.27,-4.92,530,57.27,-4.92,37.7965201475009,490.138133138099,527.934653285599
GA9_1_D_YA,YA_2018_D,57.27,-4.92,445,57.27,-4.92,-4.70347985249907,447.638133138099,442.934653285599
GL1_20_D_YA,YA_2018_D,56.91,-5.13,550,56.91,-5.13,66.9143557933684,519.255968783966,586.170324577334
GL2_27_D_YA,YA_2018_D,56.91,-5.13,300,56.91,-5.13,-58.0856442066316,394.255968783966,336.170324577334
GL6_18_D_YA,YA_2018_D,56.91,-5.13,340,56.91,-5.13,-38.0856442066316,414.255968783966,376.170324577334
GL8_30_D_YA,YA_2018_D,56.91,-5.13,410,56.91,-5.13,-3.08564420663163,449.255968783966,446.170324577334
GT1_23_D_YA,YA_2018_D,57.05,-2.86,420,57.05,-2.86,-11.0546272009852,441.286985789612,430.232358588627
GT2_23_D_YA,YA_2018_D,57.05,-2.86,320,57.05,-2.86,-61.0546272009852,391.286985789612,330.232358588627
GT5_1_D_YA,YA_2018_D,57.05,-2.86,580,57.05,-2.86,68.9453727990147,521.286985789612,590.232358588627
GT6_4_D_YA,YA_2018_D,57.05,-2.86,430,57.05,-2.86,-6.05462720098524,446.286985789612,440.232358588627
GT8_11_D_YA,YA_2018_D,57.05,-2.86,450,57.05,-2.86,3.94537279901476,456.286985789612,460.232358588627
GT9_30_D_YA,YA_2018_D,57.05,-2.86,445,57.05,-2.86,1.44537279901476,453.786985789612,455.232358588627
RD1_12_D_YA,YA_2018_D,57.89,-4.98,560,57.89,-4.98,20.9386392598969,473.280252250494,494.218891510391
RD3_19_D_YA,YA_2018_D,57.89,-4.98,550,57.89,-4.98,15.9386392598969,468.280252250494,484.218891510391
RD5_17_D_YA,YA_2018_D,57.89,-4.98,515,57.89,-4.98,-1.56136074010306,450.780252250494,449.218891510391
RD7_14_D_YA,YA_2018_D,57.89,-4.98,515,57.89,-4.98,-1.56136074010306,450.780252250494,449.218891510391
RD9_30_D_YA,YA_2018_D,57.89,-4.98,410,57.89,-4.98,-54.0613607401033,398.280252250494,344.218891510391
BE2_30_D_YA,YA_2019_D,57.63,-5.35,320,57.63,-5.35,-149.094889931684,470.081274510478,320.986384578794
BE3_27_D_YA,YA_2019_D,57.63,-5.35,790,57.63,-5.35,85.905110068317,705.081274510476,790.986384578793
BE4_27_D_YA,YA_2019_D,57.63,-5.35,610,57.63,-5.35,-4.09488993168361,615.081274510477,610.986384578793
BE7_20_D_YA,YA_2019_D,57.63,-5.35,660,57.63,-5.35,20.9051100683165,640.081274510477,660.986384578793
BE9_12_D_YA,YA_2019_D,57.63,-5.35,710,57.63,-5.35,45.9051100683167,665.081274510477,710.986384578793
GA1_12_D_YA,YA_2019_D,57.27,-4.92,570,57.27,-4.92,-11.0216354922276,608.154528949933,597.132893457705
GA10_1_D_YA,YA_2019_D,57.27,-4.92,460,57.27,-4.92,-66.021635492228,553.154528949933,487.132893457705
GA8_23_D_YA,YA_2019_D,57.27,-4.92,620,57.27,-4.92,13.9783645077725,633.154528949933,647.132893457705
GA9_1_D_YA,YA_2019_D,57.27,-4.92,535,57.27,-4.92,-28.5216354922277,590.654528949933,562.132893457705
GL1_20_D_YA,YA_2019_D,56.91,-5.13,730,56.91,-5.13,86.5550649680249,705.731229410185,792.286294378209
GL2_27_D_YA,YA_2019_D,56.91,-5.13,710,56.91,-5.13,76.5550649680249,695.731229410185,772.286294378209
